,Title,Rating,Review Date,Review
3894,Shakira,5,1/15/2021 23:12,It let you listen to any thing
3895,Love it,5,12/31/2020 3:16,Great app I have the free version and it’s still great. More exclusive music then the mainstream stuff its good for upcoming artists
3896,Soundcloud rating,5,12/10/2020 3:47,5 Stars! Something special.
3897,Links aren’t working in new update fix that pls,4,12/20/2020 4:01,Links aren’t working in new update
3898,Way to many ads,3,12/18/2020 14:32,It plays a full minute of ads which ruins the vibes completely
3899,Used to be good,1,12/14/2020 21:33,This app was amazing but now it has a lot of bugs it keeps saying retry try again I even updated the app didn’t work i even deleted it and re downloaded it and still didn’t work Im highly disappointed.
3900,yes,5,12/2/2020 4:09,everything is PERFECT is only that you have to pay  to follow people .
3901,New version crashes,3,12/9/2020 20:31,Hey guys! New latest version of app to this date is force quitting every 10 mins on background.
3902,🥺,3,12/7/2020 5:25,Why is it when scroll for music it lags so much & it chooses music on it own when I’m scrolling 🥺 SoundCloud wasn’t like that before back in 2019
3903,Best music mixes ever,5,10/17/2020 22:07,I love this app I can’t workout with anything else
3904,👌,4,11/22/2020 21:02,It’s a good app 🤷 the ads are quite long and annoying but other wise it’s pretty okay.
3905,SoundCloud,3,11/19/2020 22:35,“Great app but way tooo much ads and most you can’t skip at all” Since I posted this a few days ago the ads have triple for I rate it 3 stars 👎🏿
3906,Update,4,11/19/2020 15:14,Can there be a update including deleting/hiding a song off radios and playlists.....?
3907,A lot of ads!,1,10/19/2020 2:26,After every 2/3 songs you have to watch a 30-60 second add witch the music is good and I’m glad you can close your phone well you are listening to music but you have to listen to a lot of adds
3908,Ads,5,10/2/2020 15:17,The ads don’t make it any better :/
3909,Good app,3,10/2/2020 17:41,Very great app to discover new music and new artists but the app does run a lil slow and laggy at time hopefully you guys could fix the apps small bugs
3910,Best place to find songs not everyone has~,5,8/26/2020 7:16,I was going thru a heartbreak~ Now it helps me cope.
3911,Request,4,9/17/2020 9:07,Can you make it available as  widgets in ios 14
3912,Good but to many ads to bother with,3,9/14/2020 19:03,Nice app if they can only make it easier to form playlist and cut out the ads to a minimum
3913,Good,4,9/11/2020 22:28,The app is great. The only problem for me is that you can’t loop a playlist like on the website
3914,I love sc,3,9/8/2020 6:23,"I love SoundCloud, but 
I swear sometimes this app plays app every other song sometimes, it's annoying. It's honestly all the Go $10 a month is worth."
3915,Fw it heavy,5,7/29/2020 16:28,"it’s great, been using for years id recommend getting the full version🐐🔌"
3916,Add speed control,4,8/15/2020 4:49,"I would love for them to add a speed control option, so I can listen to podcast at a faster rate"
3917,A good music app but,3,8/9/2020 4:13,It is good and all but it makes me pay for the song I’m trying to listen to and everything else is a remix and it is just a pain to deal with
3918,5 Stars,5,7/21/2020 17:58,Great app for music. Excellent music platform to release your music and find some new music.
3919,Help,4,7/16/2020 20:04,Lately my soundclouf has been acting weird it will play the song for a sec and them stop and kick me out the app
3920,Don’t argue just get it,5,7/14/2020 14:18,Great so far . All it need is a better way of customer service
3921,My story,5,7/6/2020 17:44,Soundcloud is gud except when the premium thing u have to buy
3922,Why?,1,7/12/2020 23:33,I understand corona virus probably making this app hard to run but tbh there are so many other music apps I would spend my money on that isn’t this app. You should’ve left the music in there off free I will be taking my money to Apple Music now with everyone else.
3923,Hate this app now,1,7/7/2020 17:51,I’ve had SoundCloud for years and it’s been my life line when I was depressed or suicidal and now all of a sudden you wanna charge for almost every song??? That’s ridiculous and outrageous. I don’t have the money to be paying for Go+ I’ve got bills and a child to feed.
3924,I’m only doing this so stop asking,5,7/4/2020 10:27,It’s a great app just stop asking me to rating it.
3925,The only form of underground rap we have!,5,6/14/2020 17:44,SoundCloud plays a major part of us independent artist getting our voices heard. #Shelah
3926,Really?,5,6/7/2020 1:51,To all the people advertising !!! when I hear your advertise in the middle musics I love I just start hate you !! Ok!???
3927,"Great app, but sabotaging themselves.",2,6/9/2020 15:32,"I’ve used this app for years, but the implementation of the “free monthly listening  limit” on music is absurd. Soundcloud was my go to music streaming platform for years, but unfortunately this has driven me away to other platforms."
3928,Broken,1,6/7/2020 20:29,"Fix your app it kicks me out and also it won’t play music and I’m connected to the internet, even tried my data which I have unlimited and it didn’t work I also paid for SoundCloud plus or whatever it’s called and I can’t even use the app, why?"
3929,Very Pleased!,5,6/6/2020 12:34,Soundcloud is useful for finding work of local performers & updating your music collection!
3930,Great,5,6/5/2020 13:59,This is the best with internet but I wish the made go+ less expensive
3931,Great!,5,6/2/2020 4:54,I like that I can find songs and music not on the standard streaming services.
3932,Amazing,5,5/6/2020 20:34,This app is really good it has every music and songs you can imagine.
3933,Too Greedy,2,5/15/2020 4:13,Soundcloud is a great app. But the developers just want cash. They make almost every good song for Premium users only. They just want people to buy Premium to get money and its really annoying. Im using a new app for music from now on.
3934,a bug,4,5/6/2020 23:32,"I like SoundCloud a lot free music, who wouldn’t, but every time I try to open the app it crashes and closes"
3935,Everything is awesome,5,3/19/2020 16:49,I love this app becuese I can listen to anything from anime to pop everything I love it 🎀
3936,Content,4,4/10/2020 13:49,I know you want keep it different but for sake of better listening quality pls add some regular stuff
3937,Amazing,5,3/17/2020 16:15,I’ve been using this ap for the longest time and it’s amazing. I can even play music offline.
3938,Has musical talent,5,3/3/2020 5:15,Music and service is great sounding and great selection of many different song recommendations!
3939,Glitches,3,3/8/2020 23:30,Everytime I try to add a song to a playlist it will glitch and try to make a whole new playlist and won’t stop doing that.
3940,Luv it,5,2/20/2020 11:32,"Luv the app, my song was reposted by another account, I got a couple more views. Very useful for promoting your tracks!"
3941,Really good app,5,1/31/2020 12:17,I can listen to this on the bus and I don’t haft to Lisa ten to the other kids so thanks you guys should try it plzzzz🤪
3942,Tight,5,1/27/2020 14:15,Love the platform. May not as talented but at least I have a chance of releasing music I love. Despite the lack of support.
3943,This is great,5,1/16/2020 2:55,This great because y’all always have my favorite songs
3944,"Daily Wire: Shapiro, Klavan, Knowles, Walsh",5,1/15/2020 4:33,Like the large easy to use running sliding band that allows location/access to any portion of broadcast instantaneously and repetitively.
3945,Best app ever,5,1/14/2020 0:34,Sound cloud is such a good music app I recommend it to everyone it has all sorts of music and I just love it.
3946,Great music app,5,1/6/2020 23:12,U can listen to music there may be adds but otherwise it’s great
3947,One of the best apps🙃,4,1/4/2020 2:20,Wish they would just make it to where the ads less frequent
3948,Awesome app,5,9/7/2022 2:32,Give people a chance to change their life
3949,The best,5,7/9/2022 21:52,This is the best app even for my family and friends
3950,It’s good,4,8/31/2022 18:59,"The ads are really annoying, but their add free sub is only $6 and three ppl can use it at once so I like it"
3951,Deleted,1,7/12/2022 15:37,I’ve had this free app SoundCloud for many years never had a problem with it. Yes ads here and there but now I’m forced to pay monthly fees. Out of nowhere I can’t play my playlist. Yea definitely will no longer be using SoundCloud.
3952,Awesome app,5,6/17/2022 2:34,"Absolutely fantastic service, no problems so far"
3953,Horrible app,1,6/23/2022 18:18,Changed my password 3 times and it still says the login info is not correct. This is a horrible platform and I can’t even access the account I pay for lol I’ll make sure to spread the word about how poor this app is
3954,Great App,5,6/16/2022 1:15,I highly recommend it if you’re music lover…
3955,SoundCloud Rate,5,6/7/2022 3:34,Excellent works very well and has any song😃
3956,Trinity,1,6/15/2022 20:41,"1, because my SoundCloud has been working for months and I have never paid for anything on it and it magically stopped working the next day, when this update came out. Im not impressed with this update…"
3957,This is stupid,1,6/13/2022 15:57,I already had the app for a couple months now and all of a sudden it stopped working so I deleted it and downloaded it again and it still wouldn’t work I did this about 5 times now and I’m tired of it.
3958,Wouldn’t play music,1,6/13/2022 15:56,"I updated the app a couple minutes ago and tried to play some music right after reopening the app.
None of the tabs would load and music wouldn’t play.
I tried playing music on both wifi and cellular data.
I tried several different songs from different albums and artists and playlists with nothing working.

I’ve been using SoundCloud for a while now and I really like it. I hope this gets fixed"
3959,too many ads,3,6/10/2022 18:59,It’s literally 2 ads after every 1 song. Its ridiculous
3960,You can discover NEW ARTISTS & MUSIC !!!!,5,6/3/2022 2:01,it was the only app that allowed my bum As** to listen to music without Wi-Fi.
3961,Love this app very good on music,5,5/19/2022 1:33,Never found a better app then this app
3962,Best,5,5/18/2022 9:41,Much better than another apps
3963,Move it! shake!,5,5/3/2022 16:10,I love how SoundCloud suggest similar music- same genre’ it’s get’s my morning “werk-outs” that much more amazing!!! Aye’……
3964,Can’t make playlists,1,5/4/2022 2:12,"I can’t make new playlists!!!! I deleted all my old playlists after deleting and reinstalling the app to see if I could make a playlists after, but I can only make one. Somebody fix this immediately!"
3965,Great platform for people to share their wonderful creations!,5,4/19/2022 18:22,I really enjoy SoundCloud!
3966,Navigation not so great,4,4/28/2022 14:32,Good but navigating one’s own profile and replying to messages seems very confusing.
3967,too many ads,3,4/26/2022 0:17,"I have been using soundcloud for awhile now, it’s pretty good! But there are too many ads."
3968,Best App,5,3/16/2022 20:31,Best app I use for new music easy to use and very straight forward
3969,Need more opportunities,4,4/9/2022 19:44,Just wish I could have more recognition
3970,Love it,5,1/3/2022 18:45,"Never really hear to much about SoundCloud, but it’s a solid app"
3971,Sound cloud,4,2/16/2022 15:13,It’s amazing I get my work done listen to music and all I needed to do I click and play what I love!
3972,Air play,4,1/18/2022 18:00,This app needs air play would make a big difference
3973,999,5,12/27/2021 18:53,Better than any other streaming platform tbh
3974,Awesome App!,5,10/20/2021 23:36,I love sound cloud! So much great content. This app is very easy to use and navigate.
3975,Great app,4,12/6/2021 17:53,I love this app a lot and i think its awesome how it can show other peoples talent of course i dont like the adds but its still a good app
3976,Way too many ads,1,12/5/2021 3:47,"What is with this app? Before, it didn’t have that much ads, and now they want money to promote the artists? What is up with this crap? I can’t even listen much without an ad popping up every 3 minutes..."
3977,Good for sharing music,5,10/5/2021 16:59,I really enjoy the app for collaborations and exchanging songs.
3978,Thx,5,9/26/2021 7:07,I found new songs keep the good work
3979,Easy to make songs,5,9/20/2021 11:46,Made bootylicious 😎
3980,Amazing,5,8/30/2021 0:07,"A must have app if you like music.
Recommend!"
3981,Good,4,9/9/2021 0:06,Overall it is good but some time I stop playing or won’t stop playing
3982,Bzttkjh,5,8/9/2021 23:51,Great app my family loves it keep making this app forever
3983,It’s not working,1,8/10/2021 20:32,"I’m not sure if it’s because of the new update but I can’t search a single song, my internet is doing fine and I can play my saved songs but everytime I search it’s says there’s something wrong."
3984,I love this app,5,6/24/2021 1:37,I mostly recommend SoundCloud it’s the best music app I ever had 😁💮this is the mumber one 🥇music app I love it so MUCH!!!!!
3985,Perfect for my needs.,5,6/9/2021 14:02,I just want to explore new music and chill.
3986,The best music you never heard is here,5,6/4/2021 23:14,Great for discovering new artists and new sounds.
3987,Great way to share your music,5,5/11/2021 14:09,A nice app to share your music.
3988,Perfect home base for songwriters,5,5/4/2021 19:46,"Easy to use and share, great sound, fun to discover cool new stuff!"
3989,Closing by itself,2,5/7/2021 1:53,"I paid for SoundCloud go and now everytime I don’t have a stable connection it just closes by itself, the music stop and everything."
3990,Love this app,5,4/28/2021 16:26,Fun and you get to listen to your friends music
3991,Best song app,5,4/16/2021 23:22,best and fast app! I can finally hear the music I want!!
3992,Screen Mirroring,5,3/29/2021 14:12,The screen mirror thing doesn’t work.
3993,It’s a awesome app,5,3/20/2021 8:40,I love this I can use it all day please never change it
3994,If you want to find songs this is the app,5,3/6/2021 18:55,It’s pretty good
3995,Awesome,5,2/20/2021 6:26,"Very user friendly UI, good music and artists friendly."
3996,Solid,5,2/14/2021 22:52,"Solid app,no complaints right now"
3997,I get that I have to hear adds but dude,1,2/19/2021 19:29,"I get a double add after every song or two, it’s ridiculous. I end up listening to crest commercials more than music Everytime I log into the app, it’s infuriating it’s not even worth using SoundCloud"
3998,SoundCloud,5,2/10/2021 23:40,Very good computer website
3999,why i like and why i dislike,4,2/11/2021 16:14,i really like the app but there are a few things that make me not like it. the adds on the app are really long and interrupts every like 5 mins which is annoying. also i have a lot of trouble finding the right versions of all the song’s i like.
4000,not enough original content,2,1/26/2021 20:58,"App used to be good, but now there’s too many ads. Not enough original content to make a premium subscription worthwhile."
4001,Keeps crashing even after update,1,2/1/2021 15:59,I pay a subscription and for the app to just crash while playing music. It never used to do this. Extremely disappointed.
4002,Love this app,5,1/13/2021 6:44,This app allows me to listen to my fav music and it helps me sleep at night
4003,Amazing,5,12/25/2020 17:36,SoundCloud is an amazing music app to use I highly suggest it for beginning artists and listeners.
4004,It’s the best Really,5,12/13/2020 18:54,I don’t usually write reviews but this app is really the best I’ve ever tried
4005,Love it,4,12/24/2020 4:39,Always crashes though. Ads are long.
4006,Ads,2,12/16/2020 18:29,You could at least wait until the song is over to play the ad instead of pausing the music.
4007,The working man.,5,11/19/2020 0:59,"Music good, interface good, affordable, why not give it a try."
4008,Yo many ad,4,11/19/2020 16:54,This app is cool and ad but I literally got 2 ads in a row then after one song got another ad
4009,Good good stuff.,5,11/9/2020 2:52,I just like it. Sharing music is what it’s all’s about. Keep doin what you SoundCloud
4010,Great app,5,11/6/2020 15:10,Amazing app where you can find a lot of unique and great music.
4011,Best music,5,10/28/2020 7:52,What you can hear on watch too
4012,New update is terrible,1,10/30/2020 5:06,"After the new update where SoundCloud went back to pay for no ads, the app has gone terribly downhill. You can’t even play the ads in the background, you have to be in the app."
4013,Great App!!,5,10/19/2020 14:46,Its a great app! I always go to here if I need to listen to music anywhere and at anytime!!
4014,BEST AROUND,5,10/18/2020 18:55,Been using it for years love finding new music with great audio and can use for free!!!!
4015,Rate,5,8/24/2020 3:52,I love this app this is the only app I use to listen to my music I love it I don’t use even thing else ❤️
4016,An opinion??,4,10/11/2020 21:15,I think you guys should improve your app by adding an equalizer for people that enjoy bass in their music.👍🏽👍🏽👍🏽
4017,Epic fail,1,10/1/2020 5:55,"So, I’ve purchased a subscription to soundcloud. And the past 2 days, I’ve not been able to play “any” of the music I’ve downloaded! It’s lagging all the time. Only reason I stared paying, was so I can listen to my music offline 🙄 fix this..."
4018,My review,2,9/12/2020 16:23,I hate the app why when we upload audios or music we have to updoad it with files i hate that and why can’t I be camera roll it won’t let me import it from the files
4019,Good app,3,9/5/2020 12:55,I love SoundCloud I’ve been using it for ever but when I’m scrolling through my playlist it’s very laggy and I wish you could male a playlist with more than 499 songs
4020,This app is good to find music,5,7/31/2020 18:17,I like to hear songs that I don’t even know and I like it 🔥🔥
4021,Too many ads,3,8/14/2020 4:33,Great app but ads get really annoying they try to force you to buy a membership to block the ads
4022,Take the commercials out,5,7/21/2020 14:51,Take the commercials out
4023,HELP,2,7/31/2020 2:33,"So recently I was gonna put some music on SoundCloud, I was signed out on there so I signed back in all of my likes and playlist were Gone like complete gone But my playlists were still on there but it isn’t can someone help me"
4024,Awesome Music App!,5,7/14/2020 10:40,I listen to sound cloud regularly and I highly recommend the music app.
4025,WHERE IS THE QUEUE ON THE APP CMON,3,7/18/2020 4:54,ADD A QUEUE this can’t be that difficult of a feature yet i’ve been waiting for it for like 3 years..listen to soundcloud for most of my music but will probably switch if there’s no queue still
4026,Great app to discover new things!,5,6/26/2020 18:31,I love SoundCloud and enjoy experiencing new music and things like meditations. Thank you SoundCloud!
4027,Great!,5,6/25/2020 1:05,Great app to be honest. A lot of big time known rappers came from the bottom starting here! Gray way to become a rapper/singer. Good place to start.!
4028,Five stars,5,5/26/2020 19:26,Five stars because they have every sing a song
4029,Good for finding more underground rappers/artists!,4,6/1/2020 13:08,I personally use SoundCloud but the amount of unreleased songs and smaller rappers on here is what keeps me coming back.
4030,SO. MANY. ADS.,1,5/29/2020 15:02,After every single song. Ad after ad after ad after ad. Theres more listening time devoted to ads than to music on an app that is supposed to be about supporting artist’s music. This app gives more airtime to companies and whatever product they offer.
4031,Soundcloud thumbs up,5,5/16/2020 19:00,"Wonderful app
For discovery, 
 for sharing
Hope to get more space and host a ton more"
4032,Took away record ability,1,5/22/2020 17:11,Took away the ability to record and introduced ads. This app is now totally useless to me. I will be switching to another service and abandoning this one until and unless those issues are rectified.
4033,Amazing,4,5/20/2020 21:34,Great app use it every day the only downside is that I can’t use it on my watch it would be amazing if they added that.
4034,I absolutely love this app,5,5/12/2020 19:10,So many underground songs can be found here
4035,No problems,5,4/13/2020 23:05,Works with my needs
4036,Dr safari,4,5/11/2020 1:00,Slow to upload songs.  Need to do it many times.  And can’t figure out how to latch my SoundCloud to instagram.....
4037,Free songs?,2,4/23/2020 14:59,This is a free app where you can listen to songs for free. But over the last few weeks I’ve been getting you have to purchase the sound cloud go premium which doesn’t make sense.
4038,Music,4,4/21/2020 15:52,Love the app just don’t like when it automatically skips songs when you don’t want to yet it’s a good app.
4039,I love this app,5,4/2/2020 20:45,This app has most of my favorite songs it’s the best I really recommend this app this is so good
4040,Ads everywhere now,2,4/4/2020 17:25,I love this and app but ads are coming more frequently. I don’t mind ads but anything more then 10 seconds is a long time when it comes to music. 15-60s advertisements can really ruin a vibe
4041,It good,5,3/26/2020 6:34,I like it lots of song you wouldn’t find on other apps
4042,Apples,5,3/19/2020 12:25,I think apples to apples is a fun card game!i enjoy hanging out and listening to bob marley:) Also Jeffery Eipstein didn’t kill himself
4043,Saves a lot of time.,5,3/11/2020 19:04,Get what are looking for quickly.
4044,Amazing!,5,3/5/2020 6:33,I absolutely love this app and I can listen to my favorite songs without any disturbance!
4045,Music is my life,4,3/7/2020 12:37,My only complaint is some songs are not complete
4046,Good app,5,2/26/2020 12:49,Just starting using this app to listen to the Converge Coaching podcast. It was easy to find and easy to operate.
4047,TRY GO+,1,3/3/2020 16:12,I got this app Bc it was free to listen to music and now half my playlist I’m no longer able to listen to Bc it’s all Go+ now when just the other day like yesterday🤦🏽‍♂️I was able to listen to the whole song highly dislike it and already deleted the app
4048,I love it,5,2/21/2020 3:40,"You may not get all songs free, but this app is amazing!!! Definitely worth trying"
4049,Too slow,2,2/24/2020 23:16,"Couldn’t be laggier to scroll through liked tracks/stream. If I scroll fast I have to wait about 5 seconds for each scroll to complete. 

Also, what music app doesn’t have Queue/Add to up next in 2020?"
4050,Not a problem,5,2/3/2020 4:46,It is not a bad music app overall
4051,I love SoundCloud but,4,2/14/2020 15:56,They new issue I am dealing with is I can’t go to my playlist without the app crashing so if you know how to fix it pls tell me
4052,Sound cloud,5,1/27/2020 20:39,I just love they have like every song in the world
4053,Audio copy feature= STEALING!!!,1,2/1/2020 22:19,I'm a hard working musician. I cannot believe your app connects to audiocopy. You're making it that much easier for people to steal music. How are we supposed to pay our bills when it's do easy for people to rip us off?? You're part of the problem.
4054,Fire,5,1/15/2020 0:53,"Best app to get if you want to hear some good sometimes, most of the times free song."
4055,Sound cloud,5,1/6/2020 1:40,Probably the best site to find raw music that you can relate to of all genres
4056,Change the preview songs to free,3,1/2/2020 20:17,Oh no you did not just change the songs that I LISTEN TO PREVIEW. Change that back cause like now I’m bouta delete this app since I gotta pay.😭
4057,Rating,4,1/1/2020 22:42,"decent, doesn’t have all real music but it’s good alternative if your other music isn’t working!!"
4058,Thanks SoundCloud!!!,5,9/6/2022 16:42,(A) must-use tool for all artists/creative people and listeners\appreciators of that stuff.
4059,Go to music app,5,8/20/2022 14:41,You can find the music you
4060,Shuffle For Playlist,3,8/13/2022 17:10,Y’all should add a shuffle button for the playlist. So I don’t have pick and choose a lot of my songs.
4061,A lot of ads,2,8/19/2022 2:57,Been slowly incorporating more and more ads. Nearly one every other song played. Very annoying. Didn’t used to be like this
4062,Love long house mixes on SoundCloud,5,7/4/2022 1:54,Great app. Love SoundCloud for easy on the go music. Especially long mixtapes.
4063,App freezes & too many ads,1,8/7/2022 17:34,"While songs are playing it freezes to where I can’t navigate to other songs, and ads play after 3-4 songs very frustrating"
4064,Great for posting music and listening!,4,7/20/2022 2:07,"I enjoy this app, but the compression can be frustrating!"
4065,Sound cloud,5,5/30/2022 20:30,Sound cloud is go good help to clean and others
4066,New update needs a fix,2,6/13/2022 17:30,"I can’t even listen to songs or really go to any tabs on SoundCloud without reaching a notice saying, try again and error"
4067,I like the song in it,5,5/29/2022 0:45,I love the song and some I never heard of and I love it
4068,Amazing!,5,5/17/2022 4:49,"Great sound quality!!!
I love that you can send music to ur friends! 😊"
4069,Sound Cloud,5,5/9/2022 12:47,One of the best places to hear old and new music. You guys rule!
4070,How I like SoundCloud,5,5/1/2022 1:06,This is a very good app but some of the music is not what u search.
4071,Zackinawa,5,2/2/2022 22:06,I like the exclusive joints that are not available anywhere else.
4072,Sharing to social media story is broken feature and won’t work,1,4/19/2022 22:35,Sharing to social media doesn’t work and is a completely broken feature. Outdated music service
4073,SoundCloud,5,1/28/2022 13:22,It’s fun listening to music especially with your air pods on full sound LOL
4074,I love it,5,1/12/2022 3:07,I love this app but i wish it could be available on mac or pc too
4075,Viewpoint,5,12/23/2021 20:47,"It is a unique application and 
one of my best friend about music and social media, undoubtedly is the Soundcloud."
4076,Fix your app,4,12/26/2021 10:26,My like button sometimes spazzez out fix this
4077,Sound cloud,5,12/23/2021 3:09,I love SoundCloud because you get to listen to music free
4078,I love it,5,11/13/2021 21:33,It has all the songs and stuff
4079,SoundCloud Review,4,11/25/2021 5:49,"Very good app has a lot of music that is slowed and instrument still having popular artists also, very good for a free app."
4080,Good,5,11/7/2021 14:15,Has music. What more can you ask for?
4081,It do cool,5,11/6/2021 19:44,You can find you favorite songs
4082,A solid music choice,5,9/26/2021 3:24,Ads are rare
4083,Best ALIVE,5,9/23/2021 0:43,"Long Live SoundCloud !!!
On my momma this app has helped me through some of the toughest times of my life Nd I’m only 28."
4084,Sound cloud,5,9/8/2021 23:59,Outstanding app. Don’t know what I would do without it.
4085,Love This App,5,8/23/2021 21:06,User friendly and never lets me down.
4086,Easy to use,5,7/28/2021 15:23,Awesomely easy to access music
4087,Sound cloud,5,7/27/2021 3:42,SoundCloud is just lit and now u can make money for your streams
4088,Rap gospel,5,6/26/2021 16:41,Found new songs never heard before and that’s why I love this app.
4089,🇫🇷🇫🇷🇫🇷,4,7/6/2021 1:14,"It’s an amazing app, just the ads but I understand why they have them. Other than that I love this app"
4090,Amazing!,5,4/24/2021 20:58,Hello umm so I lost SoundCloud like a few days ago I’m happy that I’m going to get it again!
4091,It’s ok,2,6/26/2021 7:31,"I got this app a couple of months ago and it was really great, but now it’s deleting my liked songs and every time I try to re-like it it likes it then it unlikes it, idk if it’s a glitch but I don’t like it."
4092,Its good,4,6/2/2021 18:55,"Soundcloud is good, but i have to keep redownloading it after a few hours of not using it."
4093,Great app,5,4/24/2021 20:34,I always enjoy the music from other Djs
4094,Sound cloud so chill,5,4/12/2021 10:22,Why cuz we always vibe to it and fun and listen to our fav saying
4095,SoundCloud,5,3/31/2021 2:30,I love the app so much but the app not opening do me anymore so I can't play my music 👁👄👁💔👹😡😭
4096,You will love the song on here. They have,5,2/21/2021 15:35,Great songs
4097,Fix it please,1,3/10/2021 21:35,I downloaded it to try it out and I sign in and it said servers error and it keeps doing it i even tried to delete the App and install it again and it gave me the same error please fix The problem
4098,Music,5,2/3/2021 15:45,Helps me get through my day
4099,Good,5,1/29/2021 21:00,I like this app win I’m bored I go on this app and play games and the music gets me in a good mood
4100,Amazing app,5,1/20/2021 18:49,Soundcloud helps me find songs I can’t on apple music and it’s free 🤩
4101,Apple Watch Accessibility,3,12/25/2020 17:49,I love SoundCloud and its the only music app I use but I’m a little frustrated that I can’t get it on the apple watch. Is SoundCloud ever coming to the Apple Watch?
4102,Great app,5,12/25/2020 15:30,My entire family uses this!
4103,SoundCloud,5,12/15/2020 0:44,This app is awesome I can play some of my favorite songs!!!
4104,Nice,5,11/10/2020 22:26,This app is great and I did not know you can use it for garage band I will give this 5 star!
4105,SoundCloud pulse??,1,11/30/2020 22:33,"Are you trying to get rid of creators??? 
Why would you take away something like SoundCloud pulse and not even give us a way to see the same amount of insight on the SoundCloud app. I can’t even see my likes or comments."
4106,Ads after basically every song,1,11/13/2020 15:41,"Long ads play after every song , sometimes 2 ads , and the ads couldn’t be more annoying"
4107,THE VERY BEST IN SOUND QUALITY,5,10/28/2020 16:33,This app is the best of the best in clear quality sound. I highly suggest you get it now.
4108,YOU NEED TO FIX THIS OR YOUR APP WILL GO DOWNHILL,5,10/13/2020 23:52,When I’m on soundcloud & I’m scrolling through my music it’s skipping so bad while scrolling fix ASAP
4109,Great music app,5,7/1/2020 18:55,It will have all the song that you will like
4110,Good but it won’t let me log in or create new account anymore,3,8/30/2020 21:18,"I loved it, but I removed it for awhile because of space. I recently tried to redownload and it won’t let me"
4111,I used to love soundcloud,1,8/18/2020 5:43,The amount of Ads are ridiculous. They’re so annoying and unnecessary. Can’t even skip or choose a song with an ad popping up. Sometimes it glitches or freezes while changing a song and skips to an ad.
4112,Way too many ads,2,8/3/2020 16:49,"Every time I try to listen to music, there’s a 15 second unskippable ad or a 30 second ad. It’s really annoying. You guys need to fix this."
4113,What the hell,3,7/13/2020 23:18,I used to be on SoundCloud heavy but Juss now I go and look and almost ALL of the songs in my liked list have been switched to SoundCloud go. I gotta look for a different app now🤦🏾
4114,Pretty good,3,7/6/2020 16:44,I would have rated it 5 but it’s no longer letting me like songs.  Out of nowhere it stopped letting me like songs.  If I like a song it instantly unlikes it. Can anyone help fix this?
4115,SoundCloud is amazing,5,6/29/2020 2:32,"This app is amazing, it has my favorite artist Juice WRLD’s unreleased music, I’m actually listening to it while typing this!"
4116,REMOVE TRUTH ORANGE ADS,4,7/1/2020 16:47,Seriously these ads scare me so bad when it’s 3am and I’m just trying to vibe. I don’t rly mind their message but stop using monsters and all these scary sounds pls it’s honestly ruining SoundCloud
4117,Up next????,4,6/30/2020 3:25,Add an up next selection. Adding songs to a queue list would be even better...
4118,SoundCloud,5,6/18/2020 4:28,I love it it’s the best and it has all the rappers that u listen to including PBT ace go listen to him he doing his thang real talk get my boi up there
4119,complaint,2,6/22/2020 10:18,"Hello, I've been using SoundCloud since last year but I hate when you have to pay to listen to your favorite artists and I also hate it when it has glitches"
4120,its pretty good,4,6/21/2020 18:37,ive been using soundcloud for like 4 years and no complaints. i give it a 4 out of 5 cuz recently it didn’t allow me to listen to like 95% of my music unless i upgraded to soundcloud go+. so what i did to bypass this is created a new account and now i can listen to my old songs again.
4121,Amazing,5,6/6/2020 3:28,You can listen to almost any song
4122,Best music app and better than paid apps,5,6/6/2020 0:25,"I love it 
Best music app and better than paid apps"
4123,Very good app,5,5/31/2020 2:55,Very good! Love the songs that are on here. Much more casual and more pristine songs than other music apps!!!
4124,🥰,5,5/25/2020 21:21,I feel like this is a really good app that allows u too listen to music
4125,Best music,5,5/25/2020 14:42,I love this app so much! Some of the best artists are on this app. 10-10 would recommend
4126,Best app,5,5/20/2020 3:44,I think it’s a good app just wish y’all had more songs on there
4127,I love posting on this app seeing the updates and my friends,5,5/1/2020 19:02,😋
4128,"Keep the ""Support the Artist"" button",4,5/14/2020 13:17,"A couple of my favorites are on SoundCloud, and I appreciate the opportunity to support them directly."
4129,Good job soundCloud,5,4/15/2020 18:40,"I love the fact that there is a 
Premium and if you don’t wanna get it soundCloud still works good❤️❤️"
4130,Much potential,3,4/29/2020 2:55,"Great app, but very buggy for paying $13/ month and mine doesn’t even load up the app anymore even after updating it."
4131,Best music in the industry,5,4/6/2020 22:57,Love this app it keeps getting better every update and hands down the best music in the Dj industry
4132,Better music app,5,3/23/2020 21:01,Have music that other apps don’t
4133,🔥🔥🔥🔥🔥🔥🔥🔥,5,3/17/2020 4:02,Just keep up with the updates better everything!!!🔥🔥🔥🔥
4134,Still new to this.,4,3/17/2020 11:15,Will come back for further experience. But so far I’m liking it if it’s had no fee.
4135,Very good,5,3/13/2020 1:17,I really love this app and the way it works and how you can download stuff for a low price
4136,Great let’s you listen to any song even out of the app,5,2/16/2020 15:03,5-star
4137,Terrible app! Might switch to iTunes,1,3/6/2020 3:42,Absolute trash!!!! It freezes on me CONSTANTLY!! Every time I open the app it freezes on me for more than 30 seconds then it closes of the app!! A lot more than once. And I’ve been paying for the full subscription for over 2 years! FIX THIS!!!!!
